Num,Year,ArticleURL
63,2018,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040747079&origin=inward
64,2016,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85019762684&origin=inward
65,2018,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027835712&origin=inward
66,2017,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85019770400&origin=inward
67,2018,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85041601539&origin=inward
68,2017,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85037081596&origin=inward
69,2017,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85028765919&origin=inward
70,2013,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84883668277&origin=inward
71,2016,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84976324525&origin=inward
72,2017,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85008196497&origin=inward
73,2016,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84960414749&origin=inward
74,2013,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84884232891&origin=inward
75,2012,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84867765576&origin=inward
76,2010,http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0327-93832010000200008
77,2009,http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1667-782X2009000300001
78,2010,http://www.academia.edu/download/39256506/Ortiz_et_al_2010._Dieta_Bubo.pdf
79,2006,http://www.riegoyfertirriego.com/III_Jornadas/Trabajospresentados/Torres2.pdf
80,2009,http://sedici.unlp.edu.ar/handle/10915/21320
81,2012,http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0073-34072012000200002
82,2012,http://www.scielo.org.ar/scielo.php?pid=S0073-34072012000200004&script=sci_arttext&tlng=pt
83,2008,http://www.scielo.org.ar/scielo.php?pid=S0004-48222008000300009&script=sci_arttext&tlng=en
84,2011,http://www.scielo.org.bo/scielo.php?pid=S1605-25282011000100005&script=sci_arttext
85,2012,http://sedici.unlp.edu.ar/handle/10915/19218
86,2010,http://sedici.unlp.edu.ar/handle/10915/19519
87,2008,https://www.researchgate.net/profile/Ada_Echevarria/publication/274638643_Nuevos_registros_de_distribucion_para_Gallareta_Andina_Fulica_ardesiaca_Pato_Puneno_Anas_puna_Pato_Zambullidor_Grande_Oxyura_ferruginea_y_Cuervillo_Puneno_Plegadis_ridgwayi_en_el_Embalse_La_Angostura_/links/552456da0cf2b123c5173af0.pdf
88,2008,http://lillo.org.ar/revis/zoo/2008/v52n12_a06.pdf
89,2016,https://revistas.uam.es/archaeofauna/article/view/6399
90,2013,http://www.bioone.org/doi/full/10.5710/AMGH.10.06.2013.673
91,2016,http://sedici.unlp.edu.ar/handle/10915/56271
92,2015,http://sedici.unlp.edu.ar/handle/10915/48690
93,2005,http://www.riegoyfertirriego.com/III_Jornadas/Trabajospresentados/Torres1.pdf
94,2016,http://ibersid.eu/ojs/index.php/ibersid/article/view/4212
95,2014,http://sedici.unlp.edu.ar/handle/10915/38429
96,2008,http://sedici.unlp.edu.ar/handle/10915/20640
97,2010,http://lillo.org.ar/revis/zoo/2010/v54n1_2/zoo-54-12.pdf
98,2014,https://rdu.unc.edu.ar/handle/11086/1404
99,2005,http://www.bibliotecavirtual.unl.edu.ar/ojs/index.php/FAVEAgrarias/article/download/1310/2057
100,2016,http://sedici.unlp.edu.ar/handle/10915/52758
101,2014,http://sedici.unlp.edu.ar/handle/10915/42161
102,2016,https://www.researchgate.net/profile/Inaki_Ceberio_De_Leon/publication/307946558_Nonogasta_sufrimiento_ambiental_y_silencio_social/links/57d2db2208ae5f03b48cd023/Nonogasta-sufrimiento-ambiental-y-silencio-social.pdf
103,2015,http://ppct.caicyt.gov.ar/index.php/efi/article/view/7587
104,2015,https://digital.cic.gba.gob.ar/handle/11746/3255
105,2013,http://search.proquest.com/openview/52662d039f38e6419640ced50439ed13/1?pq-origsite=gscholar&cbl=2045962
106,2015,http://boliviarevista.com/index.php/ecologia/article/download/273/273
107,2016,https://arxiv.org/abs/1611.02337
108,2014,http://lillo.org.ar/revis/zoo/2014/v58n1/v58n1a07.pdf
109,2011,https://www.researchgate.net/profile/Juan_Gonzalez148/publication/294263772_Analisis_exploratorio_de_caracteristicas_morfometricas_del_polen_de_15_variedades_de_quinoa_Chenopodium_quinoa_Willd_aplicando_componentes_principales_A_b_s_t_r_a_c_t/links/56bfcbc708ae44da37fa7961.pdf
110,2017,http://sedici.unlp.edu.ar/handle/10915/62792
111,2015,http://dspace.ucuenca.edu.ec/handle/123456789/24642
112,2016,https://repositorio.ufsc.br/bitstream/handle/123456789/175189/301_00014%20-%20OK.pdf?sequence=1
113,,https://www.researchgate.net/profile/Jose_Texier/publication/320373161_Framework_para_el_procesamiento_linguistico_de_articulos_cientificos_Caso_de_estudio_Universidad_Nacional_de_Chilecito/links/59e09ac50f7e9bc5126b58bf/Framework-para-el-procesamiento-lingueistico-de-articulos-cientificos-Caso-de-estudio-Universidad-Nacional-de-Chilecito.pdf
114,2014,https://rdu.unc.edu.ar/handle/11086/2515
115,2017,http://sedici.unlp.edu.ar/handle/10915/62386
116,2016,http://sedici.unlp.edu.ar/handle/10915/53064
117,2017,http://sedici.unlp.edu.ar/handle/10915/62977
118,2014,http://sedici.unlp.edu.ar/handle/10915/43765
119,2014,https://www.researchgate.net/profile/Rebeca_Lobo_Allende/publication/301804911_Aportes_a_la_avifauna_de_la_provincia_de_La_Rioja_Argentina/links/57290e3008ae057b0a033e88.pdf
120,2016,http://sedici.unlp.edu.ar/handle/10915/52943
121,2007,http://www.redalyc.org/pdf/856/85617472046.pdf
122,2016,http://sedici.unlp.edu.ar/handle/10915/53152
123,2017,http://sedici.unlp.edu.ar/handle/10915/61636
124,2017,http://sedici.unlp.edu.ar/handle/10915/63711
125,2016,http://sedici.unlp.edu.ar/handle/10915/53225
126,,http://www.revistaboletinbiologica.com.ar/pdfs/N27/aguilar(relatando27).pdf
127,2010,http://sedici.unlp.edu.ar/handle/10915/19467
128,2015,http://sedici.unlp.edu.ar/handle/10915/45221
129,,https://www.researchgate.net/profile/Patricia_Figuerola/publication/303935296_PRIMERAS_MEDICIONES_DE_EVAPOTRANSPIRACION_CON_EDDY_COVARIANZA_SOBRE_UN_CULTIVO_MADURO_DE_OLIVO/links/575eecac08ae414b8e546997/PRIMERAS-MEDICIONES-DE-EVAPOTRANSPIRACION-CON-EDDY-COVARIANZA-SOBRE-UN-CULTIVO-MADURO-DE-OLIVO.pdf
130,2015,http://repositorio.umaza.edu.ar/bitstream/handle/00261/327/7%20IyT%20Resumen%20Oral%20Griguol%20et%20al.pdf?sequence=1
131,2017,http://sedici.unlp.edu.ar/handle/10915/62382
132,,https://www.researchgate.net/profile/Patricia_Figuerola/publication/308206910_AADA_2016_Figuerola/data/57de195608aeea195938ccf0/AADA-2016-Figuerola.pdf
133,,https://revistas.unc.edu.ar/index.php/ext/article/view/972
134,,http://www.innovacesal.org/innova_public/archivos/publica/area05_tema04/264/archivos/redIC_HCS_interdisc_04_2013.pdf
135,2016,http://sedici.unlp.edu.ar/handle/10915/53049
136,2014,https://dialnet.unirioja.es/servlet/articulo?codigo=6213422
137,2017,http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17162017000100010
138,2014,https://www.researchgate.net/profile/Cecilia_Veggiani_Aybar/publication/280294049_EPIDEMIOLOGIA_DE_LA_MALARIA_EN_EL_NOROESTE_DE_ARGENTINA_DINAMICA_DE_LA_TRASMISION/links/55afdefb08aeb923991716de/EPIDEMIOLOGIA-DE-LA-MALARIA-EN-EL-NOROESTE-DE-ARGENTINA-DINAMICA-DE-LA-TRASMISION.pdf
139,2014,http://sedici.unlp.edu.ar/handle/10915/43771
140,2017,http://sedici.unlp.edu.ar/handle/10915/62337
141,,http://www.academia.edu/download/37646883/43_JIFP_Ponencia_Deformaciones_del_federalismo_fiscal_argentino_y_corrupcion_politica.doc
142,2010,http://www.scielo.org.co/scielo.php?pid=S0120-28122010000200008&script=sci_arttext&tlng=pt
143,,http://sm000153.ferozo.com/memorias/pdf/2007Mgzuccarino.pdf
144,2017,http://163.10.34.134/handle/10915/63852
145,2017,http://sedici.unlp.edu.ar/handle/10915/61719
146,2016,http://sedici.unlp.edu.ar/handle/10915/53145
147,2015,http://www.redalyc.org/html/1270/127040727010/
148,2015,http://sedici.unlp.edu.ar/handle/10915/47680
149,2016,http://sedici.unlp.edu.ar/handle/10915/56419
150,2016,http://sedici.unlp.edu.ar/handle/10915/53398
151,,http://sm000153.ferozo.com/memorias/pdf/2006zuzuccarino.pdf
152,,https://www.researchgate.net/profile/Emanuel_Luna_Toledo/publication/271837567_Variacion_temporal_de_la_temperatura_de_superficie_LST_determinada_con_informacion_LANDSAT_TM_para_el_valle_de_Chilecito_La_Rioja/links/54d37eed0cf28e06972845aa.pdf
153,,https://revistas.unc.edu.ar/index.php/integracionyconocimiento/article/view/5695
154,2015,http://www.ridaa.unicen.edu.ar/xmlui/handle/123456789/135
155,,http://www.alpa.org.ve/PDF/Arch%2015%20Supl/r_produccionrumiantesmenores.pdf
156,,http://www.lillo.org.ar/revis/zoo/2017/v61n2/azl-v61n2a04.pdf
157,,http://criticayresistencias.comunis.com.ar/index.php/CriticaResistencias/article/view/34
158,2016,http://publicaciones.udual.org/pdf/Universidades69.pdf#page=90
159,2016,http://ppct.caicyt.gov.ar/index.php/efi/article/view/9921
160,2013,http://www.scielo.org.ar/scielo.php?pid=S1668-298X2013000100002&script=sci_arttext&tlng=en
161,2010,http://www.ielsalc.unesco.org.ve/dmdocuments/biblioteca/libros/978-980-7175-06-7.pdf#page=55
162,,http://www.saerargentina.com.ar/trabajos/17%20-%20Antequera%20et%20al%20--%20Eficiencia%20T%C3%A9cnica%20en%20el%20Sector%20Oliv%C3%ADcola%20en%20la%20Provincia%20de%20La%20Rioja.pdf
163,2016,http://revistas.bibdigital.uccor.edu.ar/index.php/prueba/article/view/1063
164,2013,https://www.researchgate.net/profile/Patricia_Capllonch/publication/275097498_DISTRIBUCION_DE_LA_MARTINETA_CHAQUENA_Eudromia_formosa_formosa_EN_LA_REGION_CHAQUENA_DE_LA_ARGENTINA/links/55324c020cf27acb0dead966.pdf
165,2014,http://sedici.unlp.edu.ar/handle/10915/42392
166,,http://rededucacionrural.mx/documents/166/educacion_de_jovenes_y_adultos_y_educacion_rural.pdf#page=143
167,2016,http://sedici.unlp.edu.ar/handle/10915/58193
168,2015,http://sedici.unlp.edu.ar/handle/10915/45304
169,2015,http://www.scielo.org.ar/scielo.php?pid=S1851-23722015000300011&script=sci_arttext&tlng=en
170,,https://www.researchgate.net/profile/Patricia_Figuerola/publication/308206451_Monitoreo_de_la_fenologia_y_fenometria_del_olivar_a_traves_de_la_dinamica_del_ndvi-modis_en_Vichigasta_La_Rioja/links/57de126408ae4e6f1849ad43/Monitoreo-de-la-fenologia-y-fenometria-del-olivar-a-traves-de-la-dinamica-del-ndvi-modis-en-Vichigasta-La-Rioja.pdf
171,2017,https://www.sarem.org.ar/wp-content/uploads/2017/12/SAREM_MastNeotrop_24-2_20-dHiriart.pdf
172,,http://fundamentos.unsl.edu.ar/pdf/articulo-30-9.pdf
173,2016,http://sedici.unlp.edu.ar/handle/10915/52858
174,,http://redcomunicacion.org/wp-content/uploads/2017/09/2006agagner.pdf
175,2017,http://revistas.utm.edu.ec/index.php/Basedelaciencia/article/view/732
176,2017,http://ojs.correspondenciasyanalisis.com/index.php/cya/article/view/67
177,,http://sm000153.ferozo.com/memorias/pdf/2006orortizclaudia.pdf
178,2016,http://revistaestudiospoliticos.udea.edu.co/index.php/recp/article/view/325576
179,2013,https://rdu.unc.edu.ar/handle/11086/1397
180,2014,https://www.researchgate.net/profile/Donna_Rattalino/publication/301889124_DETERMINACION_DE_LOS_INDICES_DE_CALIDAD_DE_AGUA_DEL_ACUIFERO_DEL_VALLE_ANTINACO_-LOS_COLORADOS_PARA_RIEGO_SUPERFICIAL_Y_SU_INFLUENCIA_EN_LOS_SUELOS_DE_DIFERENTES_FINCAS_DE_CHILECITO_LA_RIOJA/links/5979421baca27203ecc6375f/DETERMINACION-DE-LOS-INDICES-DE-CALIDAD-DE-AGUA-DEL-ACUIFERO-DEL-VALLE-ANTINACO-LOS-COLORADOS-PARA-RIEGO-SUPERFICIAL-Y-SU-INFLUENCIA-EN-LOS-SUELOS-DE-DIFERENTES-FINCAS-DE-CHILECITO-LA-RIOJA.pdf
181,2016,https://revistaelectronica.unlar.edu.ar/index.php/agoraunlar/article/view/262
182,2010,http://bibliotecadigital.uns.edu.ar/scielo.php?script=sci_arttext&pid=S1668-74342010001100007&lng=pt&nrm=iso
183,,http://sm000153.ferozo.com/memorias/pdf/2010tatarabanoff_evangelina_griselda_i.pdf
184,2014,http://www.scielo.org.ar/scielo.php?pid=S1852-73532014000200006&script=sci_arttext&tlng=pt
185,,http://www.academia.edu/download/41723746/CONAIISI_-_Servidor_de_Comunicaciones_Co20160129-15968-1fkvdmg.pdf
186,2016,http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0327-93832016000200021
187,,https://pdfs.semanticscholar.org/4968/9d8b758905c67c7a551a3c53171997bae68f.pdf
188,2014,http://sedici.unlp.edu.ar/handle/10915/40540
189,2014,http://www.academia.edu/download/40727997/89_Revista_Dialogos_COMUNICACIoN_Y_CULTURA_EN_LAS_SOCIEDADES_ACTUALES__1.pdf
190,,http://sm000153.ferozo.com/memorias/pdf/2005angiorgis.pdf
191,,https://revistas.unc.edu.ar/index.php/REyE/article/view/19430
192,2010,http://search.proquest.com/openview/f06b74c583ca40fbd3281afbf1c82dfb/1?pq-origsite=gscholar&cbl=2035751
193,,http://www.infobosques.com/descargas/biblioteca/260.pdf
194,,http://www.ovinos-caprinos.com/MANEJO/90%20-%20Metabolitos%20saguineos%20en%20Ovejas%20Pampinta%20lactantes%20y%20no%20lactantes.pdf
195,2015,http://www.scielo.org.co/scielo.php?pid=S1657-47022015000200010&script=sci_arttext&tlng=pt
196,2017,http://ojs.ecologiaaustral.com.ar/index.php/Ecologia_Austral/article/view/505
197,,http://www.asaeca.org/aactas/perona__alberto_-_belzagui__pablo_-_ponencia.pdf
198,,https://www.researchgate.net/profile/Juan_Sartori/publication/263652247_Una_herramienta_pedagogica_para_la_ensenanza_del_estudio_de_la_evaluacion_de_proyectos_de_inversion/links/0deec53ba89f18dd91000000/Una-herramienta-pedagogica-para-la-ensenanza-del-estudio-de-la-evaluacion-de-proyectos-de-inversion.pdf
199,,https://www.researchgate.net/profile/Leonor_Gimelfarb/publication/301564758_Elementos_para_el_Ordenamiento_Territorial_y_el_aprovechamiento_sostenible_de_los_recursos_naturales_Provincia_de_La_Rioja/links/571a3af708ae7f552a472c1b.pdf
200,2016,http://revistas.uis.edu.co/index.php/revistafilosofiauis/article/view/6038
201,,http://www.unla.edu.ar/saludmentalcomunidad/rsmyc_n4.pdf#page=60
202,2015,http://publicacionescienciassociales.ufro.cl/index.php/perspectivas/article/view/500
203,2014,http://sedici.unlp.edu.ar/handle/10915/38432
204,2014,http://www.redalyc.org/html/920/92029560005/
205,2012,http://www.bioone.org/doi/abs/10.2987/12-6221R.1
206,2011,http://www.bioone.org/doi/abs/10.5710/AMGH.v48i3(355)
207,2012,https://academic.oup.com/jinsectscience/article/2588999
208,2013,https://dialnet.unirioja.es/servlet/articulo?codigo=4739730
209,,http://www.academia.edu/download/41723764/Mdulo_adaptador_universal_para_Simulacin20160129-15968-51d917.pdf
210,2014,http://sedici.unlp.edu.ar/handle/10915/37383
211,2012,http://go.galegroup.com/ps/i.do?id=GALE%7CA373372002&sid=googleScholar&v=2.1&it=r&linkaccess=fulltext&issn=21798966&p=AONE&sw=w
212,2016,https://revistaelectronica.unlar.edu.ar/index.php/agoraunlar/article/view/257
213,,http://razonypalabra.org.mx/N/N90/Varia/31_Gordillo_V90.pdf
214,2016,http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0327-93832016000200011
215,2012,http://www.redalyc.org/html/3509/350944547002/
216,2018,https://ojs.uv.es/index.php/RASE/article/view/10624
217,2008,https://academic.oup.com/jmammal/article-abstract/89/4/1012/867164
218,2012,http://go.galegroup.com/ps/i.do?id=GALE%7CA350678341&sid=googleScholar&v=2.1&it=r&linkaccess=fulltext&issn=01246127&p=AONE&sw=w
219,2013,http://www.bioone.org/doi/abs/10.1653/024.096.0368
220,2012,https://www.biotaxa.org/cl/article/view/8.4.782
221,2013,https://malariajournal.biomedcentral.com/articles/10.1186/1475-2875-12-248
222,2013,http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442013000400010
223,2016,http://www.tandfonline.com/doi/abs/10.3109/13880209.2015.1028077
224,2009,http://booksandjournals.brillonline.com/content/journals/10.1163/156853809788201162/
225,,http://sm000153.ferozo.com/memorias/pdf/2005zuzuccarino.pdf
226,2013,http://ri.conicet.gov.ar/handle/11336/10676
227,2013,http://www.scielo.br/scielo.php?pid=S0074-02762013000500586&script=sci_arttext&tlng=es
228,2015,http://www.academia.edu/download/38134653/Art_culo_Indavera__1__2.pdf
229,2006,https://gsa.confex.com/gsa/2006AM/finalprogram/abstract_115510.htm
230,2013,https://academic.oup.com/ee/article-abstract/42/4/790/370507
231,2015,http://www.bioone.org/doi/abs/10.1111/jvec.12130
232,2012,http://www.bioone.org/doi/abs/10.1071/IS12060
233,2016,https://www.biotaxa.org/cl/article/view/7.5.614
234,2013,https://www.researchgate.net/profile/Ada_Echevarria/publication/274638566_First_nesting_record_of_Coscoroba_Swan_Coscoroba_coscoroba_at_La_Angostura_Dam_Tafi_del_Valle_Tucuman_Argentina/links/552455df0cf2caf11bfcc67d/First-nesting-record-of-Coscoroba-Swan-Coscoroba-coscoroba-at-La-Angostura-Dam-Tafi-del-Valle-Tucuman-Argentina.pdf
235,2013,https://www.sciencedirect.com/science/article/pii/S0304423812005134
236,2012,https://www.sciencedirect.com/science/article/pii/S0140196311002771
237,,https://revistas.unc.edu.ar/index.php/racc/article/viewFile/15039/pdfcLCOMP
238,2010,http://www.ingentaconnect.com/content/ista/sst/2010/00000038/00000002/art00026
239,2014,http://sedici.unlp.edu.ar/handle/10915/36923
240,2013,https://dialnet.unirioja.es/servlet/articulo?codigo=5037691
241,2014,http://www.bioone.org/doi/abs/10.1653/024.097.0324
242,2016,http://europepmc.org/abstract/med/27394238
243,2016,https://www.degruyter.com/view/j/mamm.2016.80.issue-6/mammalia-2015-0118/mammalia-2015-0118.xml
244,2015,http://onlinelibrary.wiley.com/doi/10.1111/mve.12121/full
245,2014,http://www.bioone.org/doi/abs/10.1653/024.097.0125
246,2015,https://link.springer.com/article/10.1007/s00436-015-4755-x
247,2017,http://www.tandfonline.com/doi/abs/10.1080/03949370.2015.1080195
248,2011,http://www.scielo.org.co/scielo.php?pid=S0124-61272011000200013&script=sci_arttext&tlng=pt
249,2012,http://www.bioone.org/doi/full/10.1653/024.095.0338
250,2012,http://www.bioone.org/doi/abs/10.1080/02724634.2012.707998
251,2013,https://link.springer.com/article/10.1007/s00436-012-3256-4
252,2012,https://www.degruyter.com/view/j/mamm.2012.76.issue-4/mammalia-2012-0059/mammalia-2012-0059.xml
253,2007,http://www.geology.wisc.edu/~davem/abstracts/07-4.pdf
254,2012,https://www.actahort.org/books/1057/1057_24.htm
255,2016,https://revistaelectronica.unlar.edu.ar/index.php/oikonomos/article/view/85
256,,http://www.fbioyf.unr.edu.ar/ricifa/Resumenes2010/Control%20de%20calidad/Tracanna.pdf
257,2015,https://www.biotaxa.org/cl/article/view/11.5.1738
258,2017,http://www.tandfonline.com/doi/abs/10.1080/15324982.2017.1340359
259,2017,http://www.otterspecialistgroup.org/Bulletin/Volume34/Albanesi_et_al_2017.html
260,,http://sedici.unlp.edu.ar/bitstream/handle/10915/61164/Documento_completo__.pdf-PDFA.pdf?sequence=1#page=268
261,,http://sedici.unlp.edu.ar/bitstream/handle/10915/58553/Documento_completo.pdf?sequence=1#page=245
262,2017,http://asa.scitation.org/doi/abs/10.1121/1.4987656
263,,https://www.researchgate.net/profile/Nicolas_Kass/publication/321918754_Livestock_management_and_dam_removal_allowed_the_recovery_of_an_aquatic_habitat_for_endangered_frog_and_fish_species_in_Argentinian_Patagonia/links/5a3967f70f7e9b0499774632/Livestock-management-and-dam-removal-allowed-the-recovery-of-an-aquatic-habitat-for-endangered-frog-and-fish-species-in-Argentinian-Patagonia.pdf
264,,https://www.researchgate.net/profile/Maria_Dantur_Juri/publication/282702601_Unusual_presence_of_Ornidia_robusta_Diptera_Syrphidae_causing_pig_myiasis_in_Argentina/links/561f121708aec7945a272168/Unusual-presence-of-Ornidia-robusta-Diptera-Syrphidae-causing-pig-myiasis-in-Argentina.pdf
265,2017,http://asa.scitation.org/doi/abs/10.1121/1.4987658
266,2018,http://onlinelibrary.wiley.com/doi/10.1002/mrd.22944/abstract
267,,http://sedici.unlp.edu.ar/bitstream/handle/10915/61164/Documento_completo__.pdf-PDFA.pdf?sequence=1#page=236
268,2018,https://link.springer.com/article/10.1007/s10265-017-0974-9
